v8-version,4,9,385,28,0
code-creation,Builtin,4,0x2c22fa0,161,"DatePrototypeGetUTCDate"
code-creation,Builtin,4,0x2c23060,161,"DatePrototypeGetUTCDay"
code-creation,Builtin,4,0x2c23120,161,"DatePrototypeGetUTCFullYear"
code-creation,Builtin,4,0x2c231e0,161,"DatePrototypeGetUTCHours"
code-creation,Builtin,4,0x2c232a0,161,"DatePrototypeGetUTCMilliseconds"
code-creation,Builtin,4,0x2c23360,161,"DatePrototypeGetUTCMinutes"
code-creation,Builtin,4,0x2c23420,161,"DatePrototypeGetUTCMonth"
code-creation,Builtin,4,0x2c234e0,161,"DatePrototypeGetUTCSeconds"
code-creation,Builtin,4,0x2c235a0,167,"FunctionPrototypeApply"
code-creation,Builtin,4,0x2c23660,99,"FunctionPrototypeCall"
code-creation,Builtin,4,0x2c236e0,151,"ReflectApply"
code-creation,Builtin,4,0x2c23780,185,"ReflectConstruct"
code-creation,Stub,2,0x2c23840,309,"InternalArrayNoArgumentConstructorStub"
code-creation,Stub,2,0x2c23980,410,"InternalArraySingleArgumentConstructorStub"
code-creation,Stub,2,0x2c23b20,350,"InternalArrayNArgumentsConstructorStub"
code-creation,Stub,2,0x2c23c80,309,"InternalArrayNoArgumentConstructorStub"
code-creation,Stub,2,0x2c23dc0,410,"InternalArraySingleArgumentConstructorStub"
code-creation,Stub,2,0x2c23f60,350,"InternalArrayNArgumentsConstructorStub"
code-creation,Stub,2,0x2c240c0,166,"InternalArrayConstructorStub"
code-creation,Builtin,4,0x2c24180,78,"InternalArrayCode"
code-creation,Stub,2,0x2c241e0,526,"ArrayConstructorStub_Any"
code-creation,Builtin,4,0x2c24400,82,"ArrayCode"
code-creation,Stub,2,0x2c24460,154,"ToNumberStub"
code-creation,Builtin,4,0x2c24500,87,"NumberConstructor"
code-creation,Builtin,4,0x2c24560,230,"NumberConstructor_ConstructStub"
code-creation,Stub,2,0x2c24660,172,"DoubleToIStub"
code-creation,Stub,2,0x2c24720,430,"NumberToStringStub"
code-creation,Stub,2,0x2c248e0,120,"ToStringStub"
code-creation,Builtin,4,0x2c24960,126,"StringConstructor"
code-creation,Builtin,4,0x2c249e0,229,"StringConstructor_ConstructStub"
code-creation,Builtin,4,0x2c24ae0,117,"OnStackReplacement"
code-creation,Builtin,4,0x2c24b60,79,"InterruptCheck"
code-creation,Builtin,4,0x2c24bc0,102,"OsrAfterStackCheck"
code-creation,Builtin,4,0x2c24c40,79,"StackCheck"
code-creation,Builtin,4,0x2c24ca0,115,"MarkCodeAsToBeExecutedOnce"
code-creation,Builtin,4,0x2c24d20,115,"MarkCodeAsExecutedOnce"
code-creation,Builtin,4,0x2c24da0,109,"MarkCodeAsExecutedTwice"
code-creation,Builtin,4,0x2c24e20,109,"MakeQuadragenarianCodeYoungAgainOddMarking"
code-creation,Builtin,4,0x2c24ea0,109,"MakeQuadragenarianCodeYoungAgainEvenMarking"
code-creation,Builtin,4,0x2c24f20,109,"MakeQuinquagenarianCodeYoungAgainOddMarking"
code-creation,Builtin,4,0x2c24fa0,109,"MakeQuinquagenarianCodeYoungAgainEvenMarking"
code-creation,Builtin,4,0x2c25020,109,"MakeSexagenarianCodeYoungAgainOddMarking"
code-creation,Builtin,4,0x2c250a0,109,"MakeSexagenarianCodeYoungAgainEvenMarking"
code-creation,Builtin,4,0x2c25120,109,"MakeSeptuagenarianCodeYoungAgainOddMarking"
code-creation,Builtin,4,0x2c251a0,109,"MakeSeptuagenarianCodeYoungAgainEvenMarking"
code-creation,Builtin,4,0x2c25220,109,"MakeOctogenarianCodeYoungAgainOddMarking"
code-creation,Builtin,4,0x2c252a0,109,"MakeOctogenarianCodeYoungAgainEvenMarking"
code-creation,Builtin,3,0x2c25320,83,"LoadIC_Slow"
code-creation,Builtin,3,0x2c25380,83,"LoadIC_Slow_Strong"
code-creation,Builtin,3,0x2c253e0,83,"KeyedLoadIC_Slow"
code-creation,Builtin,3,0x2c25440,83,"KeyedLoadIC_Slow_Strong"
code-creation,Builtin,3,0x2c254a0,87,"StoreIC_Slow"
code-creation,Builtin,3,0x2c25500,87,"KeyedStoreIC_Slow"
code-creation,Stub,2,0x2c25560,740,"NameDictionaryLookupStub"
code-creation,Builtin,3,0x2c25860,227,"LoadIC_Normal"
code-creation,Builtin,3,0x2c25960,227,"LoadIC_Normal_Strong"
code-creation,Stub,2,0x2c25a60,740,"NameDictionaryLookupStub"
code-creation,Stub,2,0x2c25d60,1129,"RecordWriteStub"
code-creation,Builtin,3,0x2c261e0,282,"StoreIC_Normal"
code-creation,Builtin,4,0x2c26300,107,"Return_DebugBreak"
code-creation,Builtin,4,0x2c26380,105,"Slot_DebugBreak"
code-creation,Builtin,4,0x2c26400,131,"FrameDropper_LiveEdit"
code-creation,Stub,2,0x2c264a0,233,"FastNewContextStub"
code-creation,Stub,10,0x2c265a0,566,"VectorStoreICTrampolineStub"
code-creation,Stub,2,0x2c267e0,1149,"RecordWriteStub"
code-creation,Function,0,0x2c26c60,200,"SetupTypedArray native prologue.js:9:25",0x2b34d14,~
code-creation,Stub,2,0x2c26d40,1481,"RecordWriteStub"
code-creation,Stub,2,0x2c27320,522,"FastNewClosureStub"
code-creation,Stub,2,0x2c27540,274,"ArrayConstructorStub_One"
code-creation,Stub,9,0x2c27660,333,"CallICStub(args(1), ANY, "
code-creation,Stub,9,0x2c277c0,78,"CallICTrampolineStub"
code-creation,Function,0,0x2c27820,160,"Export native prologue.js:13:16",0x2b34f14,~
code-creation,Function,0,0x2c278c0,200,"Import native prologue.js:16:16",0x2b35018,~
code-creation,Stub,8,0x2c279a0,401,"KeyedLoadICTrampolineStub"
code-creation,Function,0,0x2c27b40,148,"ImportNow native prologue.js:20:19",0x2b3512c,~
code-creation,Function,0,0x2c27be0,200,"ImportFromExperimental native prologue.js:23:32",0x2b35230,~
code-creation,Function,0,0x2c27cc0,316,"SetFunctionName native prologue.js:27:25",0x2b35348,~
code-creation,Stub,2,0x2c27e00,1140,"RecordWriteStub"
code-creation,Stub,7,0x2c28280,468,"LoadICTrampolineStub"
code-creation,Stub,13,0x2c28460,104,"CompareICStub"
code-creation,Function,0,0x2c284e0,496,"InstallConstants native prologue.js:37:26",0x2b35544,~
code-creation,Stub,2,0x2c286e0,229,"ArrayConstructorStub_More_Than_One"
code-creation,Stub,9,0x2c287e0,333,"CallICStub(args(2), ANY, "
code-creation,Stub,9,0x2c28940,78,"CallICTrampolineStub"
code-creation,Function,0,0x2c289a0,556,"InstallFunctions native prologue.js:48:26",0x2b35724,~
code-creation,Stub,9,0x2c28be0,333,"CallICStub(args(3), ANY, "
code-creation,Stub,9,0x2c28d40,78,"CallICTrampolineStub"
code-creation,Function,0,0x2c28da0,324,"InstallGetter native prologue.js:61:23",0x2b35888,~
code-creation,Function,0,0x2c28f00,360,"InstallGetterSetter native prologue.js:69:29",0x2b359d8,~
code-creation,Stub,15,0x2c29080,93,"ToBooleanStub(None)"
code-creation,Stub,13,0x2c290e0,104,"CompareICStub"
code-creation,Function,0,0x2c29160,884,"SetUpLockedPrototype native prologue.js:80:30",0x2b35c14,~
code-creation,Stub,2,0x2c294e0,1473,"RecordWriteStub"
code-creation,Stub,2,0x2c29ac0,1170,"FastCloneShallowArrayStub"
code-creation,Stub,2,0x2c29f60,231,"ArrayConstructorStub_None"
code-creation,Stub,9,0x2c2a060,324,"CallICStub(args(0), NOT_NULL_OR_UNDEFINED, "
code-creation,Stub,9,0x2c2a1c0,78,"CallICTrampolineStub"
code-creation,Stub,11,0x2c2a220,488,"VectorKeyedStoreICTrampolineStub"
code-creation,Function,0,0x2c2a420,844,"PostNatives native prologue.js:103:21",0x2b35f54,~
code-creation,Function,0,0x2c2a780,716,"PostExperimentals native prologue.js:160:27",0x2b36118,~
code-creation,Function,0,0x2c2aa60,600,"PostDebug native prologue.js:177:19",0x2b362c8,~
code-creation,Function,0,0x2c2acc0,268,"InitializeBuiltinTypedArrays native prologue.js:191:38",0x2b363fc,~
code-creation,Function,0,0x2c2ade0,156,"logStackTrace native prologue.js:213:39",0x2b364d4,~
code-creation,Stub,2,0x2c2ae80,220,"ArgumentsAccessStub_NewStrict"
code-creation,Function,0,0x2c2af60,552,"log native prologue.js:216:19",0x2b36660,~
code-creation,Function,0,0x2c2b1a0,164,"createPrivateSymbol native prologue.js:223:51",0x2b3673c,~
code-creation,Stub,2,0x2c2b260,209,"FastNewContextStub"
code-creation,Function,0,0x2c2b340,200,"c.simpleBind native prologue.js:227:16",0x2b36858,~
code-creation,Function,0,0x2c2b420,180,"simpleBind native prologue.js:226:33",0x2b36944,~
code-creation,Stub,2,0x2c2b4e0,205,"FastNewContextStub"
code-creation,Function,0,0x2c2b5c0,212,"c.uncurryThis native prologue.js:232:16",0x2b36a64,~
code-creation,Function,0,0x2c2b6a0,172,"uncurryThis native prologue.js:231:35",0x2b36b44,~
code-creation,Function,0,0x2c2b760,1200," native prologue.js:2:10",0x2b36d90,~
code-creation,Script,0,0x2c2bc20,160,"native prologue.js",0x2b36e5c,~
code-creation,Stub,2,0x2c2bcc0,281,"FastNewContextStub"
code-disable-optimization,"CONCAT_ITERABLE_TO_ARRAY","Call to a JavaScript runtime function"
code-creation,Function,0,0x2c2bde0,176,"CONCAT_ITERABLE_TO_ARRAY native runtime.js:19:34",0x2b387f0,
code-creation,Stub,2,0x2c2bea0,522,"FastNewClosureStub"
code-creation,Stub,13,0x2c2c0c0,104,"CompareICStub"
code-creation,Stub,13,0x2c2c140,104,"CompareICStub"
code-creation,Function,0,0x2c2c1c0,716,"SameValue native runtime.js:22:19",0x2b389c4,~
code-creation,Function,0,0x2c2c4a0,484,"SameValueZero native runtime.js:33:23",0x2b38ae4,~
code-creation,Stub,7,0x2c2c6a0,468,"LoadICTrampolineStub"
code-creation,Function,0,0x2c2c880,512,"ConcatIterableToArray native runtime.js:41:31",0x2b38c8c,~
code-creation,Function,0,0x2c2ca80,276,"AddIndexedProperty native runtime.js:48:28",0x2b38d88,~
code-creation,Function,0,0x2c2cba0,280,"ToPositiveInteger native runtime.js:56:27",0x2b38ea8,~
code-creation,Stub,13,0x2c2ccc0,104,"CompareICStub"
code-creation,Function,0,0x2c2cd40,180,"MaxSimple native runtime.js:61:19",0x2b38f94,~
code-creation,Function,0,0x2c2ce00,180,"MinSimple native runtime.js:64:19",0x2b39074,~
code-creation,Stub,14,0x2c2cec0,93,"CompareNilICStub(NullValue)(None)"
code-creation,Function,0,0x2c2cf20,524,"SpeciesConstructor native runtime.js:69:28",0x2b39214,~
code-creation,Function,0,0x2c2d140,320," native runtime.js:11:18",0x2b39338,~
code-creation,Stub,9,0x2c2d280,333,"CallICStub(args(1), NOT_NULL_OR_UNDEFINED, "
code-creation,Stub,9,0x2c2d3e0,78,"CallICTrampolineStub"
code-creation,Function,0,0x2c2d440,192," native runtime.js:16:34",0x2b39458,~
code-creation,Stub,2,0x2c2d500,318,"CallConstructStub"
code-creation,Stub,10,0x2c2d640,566,"VectorStoreICTrampolineStub"
code-creation,Function,0,0x2c2d880,296," native runtime.js:91:18",0x2b39610,~
code-creation,Stub,11,0x2c2d9c0,488,"VectorKeyedStoreICTrampolineStub"
code-creation,Function,0,0x2c2dbc0,972," native runtime.js:2:10",0x2b39818,~
code-creation,Script,0,0x2c2dfa0,160,"native runtime.js",0x2b398e4,~
code-creation,Stub,2,0x2c2e040,565,"FastNewContextStub"
code-creation,Function,0,0x2c2e280,256,"GlobalIsNaN native v8natives.js:30:21",0x2b3c1d0,~
code-creation,Function,0,0x2c2e380,380,"GlobalIsFinite native v8natives.js:34:24",0x2b3c2cc,~
code-creation,Stub,13,0x2c2e500,104,"CompareICStub"
code-creation,Function,0,0x2c2e580,852,"GlobalParseInt native v8natives.js:38:24",0x2b3c454,~
code-creation,Function,0,0x2c2e8e0,208,"GlobalParseFloat native v8natives.js:61:26",0x2b3c53c,~
code-creation,Function,0,0x2c2e9c0,292,"ObjectToLocaleString native v8natives.js:78:30",0x2b3c660,~
code-creation,Function,0,0x2c2eb00,136,"ObjectValueOf native v8natives.js:82:23",0x2b3c734,~
code-creation,Function,0,0x2c2eba0,204,"ObjectHasOwnProperty native v8natives.js:85:30",0x2b3c820,~
code-creation,Function,0,0x2c2ec80,216,"ObjectIsPrototypeOf native v8natives.js:90:29",0x2b3c914,~
code-creation,Function,0,0x2c2ed60,196,"ObjectPropertyIsEnumerable native v8natives.js:95:36",0x2b3c9fc,~
code-creation,Stub,9,0x2c2ee40,333,"CallICStub(args(4), ANY, "
code-creation,Stub,9,0x2c2efa0,78,"CallICTrampolineStub"
code-creation,Function,0,0x2c2f000,600,"ObjectDefineGetter native v8natives.js:99:28",0x2b3cbc8,~
code-creation,Function,0,0x2c2f260,284,"ObjectLookupGetter native v8natives.js:113:28",0x2b3ccc4,~
code-creation,Function,0,0x2c2f380,600,"ObjectDefineSetter native v8natives.js:120:28",0x2b3ce6c,~
code-creation,Function,0,0x2c2f5e0,284,"ObjectLookupSetter native v8natives.js:134:28",0x2b3cf68,~
code-creation,Function,0,0x2c2f700,296,"IsAccessorDescriptor native v8natives.js:141:30",0x2b3d09c,~
code-creation,Function,0,0x2c2f840,296,"IsDataDescriptor native v8natives.js:145:26",0x2b3d1d0,~
code-creation,Function,0,0x2c2f980,284,"IsGenericDescriptor native v8natives.js:149:29",0x2b3d2f8,~
code-creation,Function,0,0x2c2faa0,220,"IsInconsistentDescriptor native v8natives.js:153:34",0x2b3d408,~
code-creation,Function,0,0x2c2fb80,1036,"FromGenericPropertyDescriptor native v8natives.js:156:39",0x2b3d6b0,~
code-creation,Function,0,0x2c2ffa0,1348,"ToPropertyDescriptor native v8natives.js:179:30",0x2b3d998,~
code-creation,Function,0,0x2c30500,976,"ToCompletePropertyDescriptor native v8natives.js:213:38",0x2b3dc40,~
code-creation,Function,0,0x2c308e0,416,"PropertyDescriptor native v8natives.js:226:28",0x2b3de00,~
code-creation,Function,0,0x2c30a80,676,"ConvertDescriptorArrayToDescriptor native v8natives.js:319:44",0x2b3e014,~
code-creation,Function,0,0x2c30d40,376,"GetTrap native v8natives.js:335:17",0x2b3e158,~
code-creation,Function,0,0x2c30ec0,196,"CallTrap1 native v8natives.js:347:19",0x2b3e268,~
code-creation,Function,0,0x2c30fa0,200,"CallTrap2 native v8natives.js:350:19",0x2b3e380,~
code-creation,Function,0,0x2c31080,604,"GetOwnPropertyJS native v8natives.js:353:26",0x2b3e544,~
code-creation,Function,0,0x2c312e0,312,"GetMethod native v8natives.js:370:19",0x2b3e680,~
code-creation,Stub,9,0x2c31420,333,"CallICStub(args(5), ANY, "
code-creation,Stub,9,0x2c31580,78,"CallICTrampolineStub"
code-creation,Function,0,0x2c315e0,372,"DefineProxyProperty native v8natives.js:376:29",0x2b3e800,~
code-disable-optimization,"DefineObjectProperty","Call to a JavaScript runtime function"
code-creation,Function,0,0x2c31760,5932,"DefineObjectProperty native v8natives.js:389:30",0x2b3f454,
code-creation,Function,0,0x2c32ea0,1036,"DefineArrayProperty native v8natives.js:525:29",0x2b3f6e0,~
code-creation,Function,0,0x2c332c0,460,"DefineOwnProperty native v8natives.js:558:27",0x2b3f85c,~
code-creation,Function,0,0x2c334a0,152,"ObjectGetPrototypeOf native v8natives.js:569:30",0x2b3f934,~
code-creation,Function,0,0x2c33540,436,"ObjectSetPrototypeOf native v8natives.js:572:30",0x2b3fa70,~
code-creation,Function,0,0x2c33700,148,"ObjectGetOwnPropertyDescriptor native v8natives.js:582:40",0x2b3fb48,~
code-creation,Function,0,0x2c337a0,160,"ObjectGetOwnPropertyNames native v8natives.js:585:35",0x2b3fc24,~
code-creation,Function,0,0x2c33840,412,"ObjectDefineProperty native v8natives.js:589:30",0x2b3fd84,~
code-creation,Function,0,0x2c339e0,148,"GetOwnEnumerablePropertyNames native v8natives.js:601:39",0x2b3fe58,~
code-creation,Function,0,0x2c33a80,908,"ObjectDefineProperties native v8natives.js:604:32",0x2b40088,~
code-creation,Function,0,0x2c33e20,152,"ObjectGetProto native v8natives.js:622:24",0x2b40160,~
code-creation,Function,0,0x2c33ec0,380,"ObjectSetProto native v8natives.js:625:24",0x2b40280,~
code-creation,Function,0,0x2c34040,320,"ObjectConstructor native v8natives.js:631:27",0x2b40384,~
code-creation,Function,0,0x2c34180,296,"BooleanConstructor native v8natives.js:665:28",0x2b4047c,~
code-creation,Function,0,0x2c342c0,408,"BooleanToString native v8natives.js:673:25",0x2b405b4,~
code-creation,Function,0,0x2c34460,360,"BooleanValueOf native v8natives.js:683:24",0x2b406d0,~
code-creation,Function,0,0x2c345e0,640,"NumberToStringJS native v8natives.js:697:26",0x2b40844,~
code-creation,Function,0,0x2c34860,160,"NumberToLocaleString native v8natives.js:712:30",0x2b40918,~
code-creation,Function,0,0x2c34900,360,"NumberValueOf native v8natives.js:715:23",0x2b40a30,~
code-creation,Function,0,0x2c34a80,736,"NumberToFixedJS native v8natives.js:721:25",0x2b40bcc,~
code-creation,Function,0,0x2c34d60,824,"NumberToExponentialJS native v8natives.js:739:31",0x2b40d78,~
code-creation,Function,0,0x2c350a0,784,"NumberToPrecisionJS native v8natives.js:759:29",0x2b40f14,~
code-creation,Function,0,0x2c353c0,432,"NumberIsFinite native v8natives.js:778:24",0x2b41014,~
code-creation,Function,0,0x2c35580,244,"NumberIsInteger native v8natives.js:781:25",0x2b41120,~
code-creation,Function,0,0x2c35680,308,"NumberIsNaN native v8natives.js:784:21",0x2b4120c,~
code-creation,Function,0,0x2c357c0,324,"NumberIsSafeInteger native v8natives.js:787:29",0x2b41340,~
code-creation,Function,0,0x2c35920,416,"GetIterator native v8natives.js:827:21",0x2b4148c,~
code-creation,Function,0,0x2c35ac0,580," native v8natives.js:21:18",0x2b41600,~
code-creation,Stub,9,0x2c35d20,333,"CallICStub(args(2), NOT_NULL_OR_UNDEFINED, "
code-creation,Stub,9,0x2c35e80,78,"CallICTrampolineStub"
code-creation,Stub,9,0x2c35ee0,333,"CallICStub(args(3), NOT_NULL_OR_UNDEFINED, "
code-creation,Stub,9,0x2c36040,78,"CallICTrampolineStub"
code-creation,Function,0,0x2c360a0,164,"PropertyDescriptor_ToString native v8natives.js:254:48",0x2b41724,~
code-creation,Function,0,0x2c36160,200,"PropertyDescriptor_SetValue native v8natives.js:257:48",0x2b41840,~
code-creation,Function,0,0x2c36240,176,"PropertyDescriptor_GetValue native v8natives.js:261:48",0x2b41944,~
code-creation,Function,0,0x2c36300,176,"PropertyDescriptor_HasValue native v8natives.js:264:48",0x2b41a48,~
code-creation,Function,0,0x2c363c0,200,"PropertyDescriptor_SetEnumerable native v8natives.js:267:58",0x2b41b64,~
code-creation,Function,0,0x2c364a0,176,"PropertyDescriptor_IsEnumerable native v8natives.js:271:56",0x2b41c68,~
code-creation,Function,0,0x2c36560,176,"PropertyDescriptor_HasEnumerable native v8natives.js:274:58",0x2b41d6c,~
code-creation,Function,0,0x2c36620,200,"PropertyDescriptor_SetWritable native v8natives.js:277:54",0x2b41e88,~
code-creation,Function,0,0x2c36700,176,"PropertyDescriptor_IsWritable native v8natives.js:281:52",0x2b41f8c,~
code-creation,Function,0,0x2c367c0,176,"PropertyDescriptor_HasWritable native v8natives.js:284:54",0x2b42090,~
code-creation,Function,0,0x2c36880,200,"PropertyDescriptor_SetConfigurable native v8natives.js:288:44",0x2b421ac,~
code-creation,Function,0,0x2c36960,176,"PropertyDescriptor_HasConfigurable native v8natives.js:292:62",0x2b422b0,~
code-creation,Function,0,0x2c36a20,176,"PropertyDescriptor_IsConfigurable native v8natives.js:295:60",0x2b423b4,~
code-creation,Function,0,0x2c36ae0,200,"PropertyDescriptor_SetGetter native v8natives.js:298:47",0x2b424d0,~
code-creation,Function,0,0x2c36bc0,176,"PropertyDescriptor_GetGetter native v8natives.js:302:47",0x2b425d4,~
code-creation,Function,0,0x2c36c80,176,"PropertyDescriptor_HasGetter native v8natives.js:305:50",0x2b426d8,~
code-creation,Function,0,0x2c36d40,200,"PropertyDescriptor_SetSetter native v8natives.js:308:47",0x2b427f4,~
code-creation,Function,0,0x2c36e20,176,"PropertyDescriptor_GetSetter native v8natives.js:312:47",0x2b428f8,~
code-creation,Function,0,0x2c36ee0,176,"PropertyDescriptor_HasSetter native v8natives.js:315:50",0x2b429fc,~
code-creation,Stub,9,0x2c36fa0,333,"CallICStub(args(4), NOT_NULL_OR_UNDEFINED, "
code-creation,Stub,9,0x2c37100,78,"CallICTrampolineStub"
code-creation,Stub,2,0x2c37160,525,"MathPowStub"
code-creation,Function,0,0x2c37380,332," native v8natives.js:840:18",0x2b42bb4,~
code-creation,Function,0,0x2c374e0,5468," native v8natives.js:2:10",0x2b431d8,~
code-creation,Script,0,0x2c38a40,160,"native v8natives.js",0x2b432a4,~
code-creation,Stub,3,0x2c38ae0,88,"LoadConstantStub"
code-creation,Stub,3,0x2c38b40,88,"LoadConstantStub"
code-creation,Stub,3,0x2c38ba0,84,"LoadFieldStub"
code-creation,Stub,2,0x2c38c00,1509,"RecordWriteStub"
code-creation,Stub,3,0x2c39200,422,"StoreTransitionStub"
code-creation,Handler,3,0x2c393c0,151,"next"
code-creation,Stub,13,0x2c39460,122,"CompareICStub"
code-creation,Stub,3,0x2c394e0,192,"LoadFastElementStub"
code-creation,Stub,3,0x2c395a0,76,"LoadFieldStub"
code-creation,Stub,15,0x2c39600,168,"ToBooleanStub(SpecObject)"
code-creation,Stub,13,0x2c396c0,122,"CompareICStub"
code-creation,LazyCompile,0,0x2c34040,320,"ObjectConstructor native v8natives.js:631:27",0x2b40384,~
code-creation,Stub,2,0x2c39740,884,"BinaryOpWithAllocationSiteStub(ADD_CreateAllocationMementos:String*String->String)"
code-creation,Stub,12,0x2c39ac0,74,"BinaryOpICWithAllocationSiteStub(ADD_CreateAllocationMementos:String*String->String)"
code-creation,Stub,12,0x2c39b20,74,"BinaryOpICWithAllocationSiteStub(ADD_CreateAllocationMementos:String*String->String)"
code-creation,Stub,12,0x2c39b80,74,"BinaryOpICWithAllocationSiteStub(ADD_CreateAllocationMementos:String*String->String)"
code-creation,LazyCompile,0,0x2c34180,296,"BooleanConstructor native v8natives.js:665:28",0x2b4047c,~
code-creation,Stub,15,0x2c39be0,156,"ToBooleanStub(Bool)"
code-creation,Function,0,0x2c39c80,360,"SymbolToPrimitive native symbol.js:18:27",0x2b44724,~
code-creation,Function,0,0x2c39e00,376,"SymbolToString native symbol.js:25:24",0x2b44848,~
code-creation,Function,0,0x2c39f80,360,"SymbolValueOf native symbol.js:32:23",0x2b44968,~
code-creation,Function,0,0x2c3a100,364,"SymbolFor native symbol.js:39:19",0x2b44ae8,~
code-creation,Function,0,0x2c3a280,268,"SymbolKeyFor native symbol.js:49:22",0x2b44c08,~
code-creation,Function,0,0x2c3a3a0,160,"ObjectGetOwnPropertySymbols native symbol.js:53:37",0x2b44ce4,~
code-creation,Function,0,0x2c3a440,192," native symbol.js:15:18",0x2b44de0,~
code-creation,Function,0,0x2c3a500,152," native symbol.js:81:18",0x2b44edc,~
code-creation,Function,0,0x2c3a5a0,1524," native symbol.js:2:10",0x2b45138,~
code-creation,Script,0,0x2c3aba0,160,"native symbol.js",0x2b45204,~
code-creation,Stub,3,0x2c3ac40,84,"LoadFieldStub"
code-creation,Stub,3,0x2c3aca0,84,"LoadFieldStub"
code-creation,Stub,3,0x2c3ad00,84,"LoadFieldStub"
code-creation,Stub,3,0x2c3ad60,84,"LoadFieldStub"
code-creation,Stub,3,0x2c3adc0,84,"LoadFieldStub"
code-creation,Stub,2,0x2c3ae20,1509,"RecordWriteStub"
code-creation,Stub,3,0x2c3b420,120,"StoreTransitionStub"
code-creation,Handler,3,0x2c3b4a0,157,"next"
code-creation,Stub,13,0x2c3b540,134,"CompareICStub"
code-creation,Stub,12,0x2c3b5e0,74,"BinaryOpICWithAllocationSiteStub(ADD_CreateAllocationMementos:String*String->String)"
code-creation,Stub,12,0x2c3b640,74,"BinaryOpICWithAllocationSiteStub(ADD_CreateAllocationMementos:String*String->String)"
code-creation,Function,0,0x2c3b6a0,224,"ArraySpeciesCreate native array.js:43:28",0x2b47010,~
code-creation,Function,0,0x2c3b780,356,"DefineIndexedProperty native array.js:52:31",0x2b47190,~
code-creation,Function,0,0x2c3b900,140," native array.js:84:16",0x2b472ec,~
code-creation,Function,0,0x2c3b9a0,944,"GetSortedArrayKeys native array.js:63:28",0x2b47490,~
code-creation,Function,0,0x2c3bd60,828,"SparseJoinWithSeparatorJS native array.js:88:35",0x2b476ac,~
code-creation,Function,0,0x2c3c0a0,700,"SparseJoin native array.js:105:20",0x2b4789c,~
code-creation,Function,0,0x2c3c360,456,"UseSparseVariant native array.js:122:26",0x2b479d8,~
code-disable-optimization,"Join","TryFinallyStatement"
code-creation,Function,0,0x2c3c540,3672,"Join native array.js:135:14",0x2b47de0,
code-creation,Function,0,0x2c3d3a0,184,"ConvertToString native array.js:192:25",0x2b47ec4,~
code-creation,Function,0,0x2c3d460,232,"ConvertToLocaleString native array.js:199:31",0x2b47fdc,~
code-creation,Function,0,0x2c3d560,980,"SparseSlice native array.js:206:21",0x2b48200,~
code-creation,Function,0,0x2c3d940,2144,"SparseMove native array.js:231:20",0x2b485c8,~
code-creation,Function,0,0x2c3e1a0,592,"SimpleSlice native array.js:284:21",0x2b4875c,~
code-creation,Function,0,0x2c3e400,1532,"SimpleMove native array.js:294:20",0x2b48a08,~
code-creation,Function,0,0x2c3ea00,468,"ArrayToString native array.js:323:23",0x2b48b80,~
code-creation,Stub,2,0x2c3ebe0,93,"ToLengthStub"
code-creation,Function,0,0x2c3ec40,276,"InnerArrayToLocaleString native array.js:341:34",0x2b48cb8,~
code-creation,Function,0,0x2c3ed60,208,"ArrayToLocaleString native array.js:346:29",0x2b48dd8,~
code-creation,Function,0,0x2c3ee40,1172,"InnerArrayJoin native array.js:351:24",0x2b48f4c,~
code-creation,Function,0,0x2c3f2e0,388,"ArrayJoin native array.js:366:19",0x2b490ac,~
code-disable-optimization,"ObservedArrayPop","TryFinallyStatement"
code-creation,Function,0,0x2c3f480,456,"ObservedArrayPop native array.js:372:26",0x2b49258,
code-creation,Function,0,0x2c3f660,612,"ArrayPop native array.js:385:18",0x2b49428,~
code-creation,Stub,2,0x2c3f8e0,130,"ArgumentsAccessStub_ReadElement"
code-disable-optimization,"ObservedArrayPush","TryFinallyStatement"
code-creation,Function,0,0x2c3f980,704,"ObservedArrayPush native array.js:401:27",0x2b49630,
code-creation,Function,0,0x2c3fc40,904,"ArrayPush native array.js:417:19",0x2b49850,~
code-creation,Function,0,0x2c3ffe0,1380,"SparseReverse native array.js:434:23",0x2b49b2c,~
code-creation,Function,0,0x2c40560,436,"PackedArrayReverse native array.js:472:28",0x2b49cac,~
code-creation,Function,0,0x2c40720,648,"GenericArrayReverse native array.js:482:29",0x2b49ea0,~
code-creation,Function,0,0x2c409c0,660,"ArrayReverse native array.js:505:22",0x2b4a070,~
code-disable-optimization,"ObservedArrayShift","TryFinallyStatement"
code-creation,Function,0,0x2c40c60,464,"ObservedArrayShift native array.js:520:28",0x2b4a21c,
code-disable-optimization,"ArrayShift","Call to a JavaScript runtime function"
code-creation,Function,0,0x2c40e40,868,"ArrayShift native array.js:532:20",0x2b4a450,
code-disable-optimization,"ObservedArrayUnshift","TryFinallyStatement"
code-creation,Function,0,0x2c411c0,716,"ObservedArrayUnshift native array.js:552:30",0x2b4a658,
code-disable-optimization,"ArrayUnshift","Call to a JavaScript runtime function"
code-creation,Function,0,0x2c414a0,1000,"ArrayUnshift native array.js:569:22",0x2b4a8a4,
code-creation,Function,0,0x2c418a0,1164,"ArraySlice native array.js:589:20",0x2b4ab54,~
code-creation,Function,0,0x2c41d40,284,"ComputeSpliceStartIndex native array.js:620:33",0x2b4ac50,~
